Date,Interest Rate,Economic Growth Rate
7/16/2022,4.793,7.606
7/23/2022,4.721,7.629
7/29/2022,4.65,7.653
8/5/2022,5.15,7.653
8/11/2022,5.65,7.653
8/17/2022,5.579,7.677
8/23/2022,5.507,7.701
8/29/2022,5.436,7.725
9/5/2022,5.364,7.748
9/11/2022,5.293,7.772
9/17/2022,5.221,7.796
9/23/2022,5.15,7.82
9/30/2022,5.65,7.82
10/7/2022,6.075,7.82
10/15/2022,6.014,7.844
10/22/2022,5.954,7.867
10/30/2022,5.893,7.891
11/6/2022,5.832,7.915
11/14/2022,5.771,7.939
11/21/2022,5.711,7.962
11/29/2022,5.65,7.986
12/7/2022,6.075,7.986
12/14/2022,6.375,7.986
12/21/2022,6.332,8.01
12/28/2022,6.289,8.034
1/4/2023,6.246,8.058
1/11/2023,6.204,8.081
1/18/2023,6.161,8.105
1/25/2023,6.118,8.129
2/1/2023,6.075,8.153
2/8/2023,6.375,8.153
2/14/2023,6.5,7.794
2/20/2023,6.482,7.845
2/27/2023,6.464,7.897
3/5/2023,6.446,7.948
3/11/2023,6.429,7.999
3/18/2023,6.411,8.05
3/24/2023,6.393,8.102
3/30/2023,6.375,8.153
4/6/2023,6.5,7.794
4/13/2023,6.5,7.435
4/20/2023,6.5,7.486
4/27/2023,6.5,7.538
5/4/2023,6.5,7.589
5/11/2023,6.5,7.64
5/18/2023,6.5,7.691
5/25/2023,6.5,7.743
6/1/2023,6.5,7.794
6/8/2023,6.5,7.435
6/15/2023,6.5,7.076
6/22/2023,6.5,7.127
6/29/2023,6.5,7.179
7/6/2023,6.5,7.23
7/13/2023,6.5,7.281
7/20/2023,6.5,7.332
7/27/2023,6.5,7.384
8/3/2023,6.5,7.435
8/10/2023,6.5,7.076
8/16/2023,6.5,6.718
8/22/2023,6.5,6.769
8/29/2023,6.5,6.82
9/4/2023,6.5,6.871
9/10/2023,6.5,6.923
9/17/2023,6.5,6.974
9/23/2023,6.5,7.025
9/29/2023,6.5,7.076
10/6/2023,6.5,6.718
10/13/2023,6.5,6.359
10/20/2023,6.5,6.41
10/27/2023,6.5,6.462
11/3/2023,6.5,6.513
11/10/2023,6.5,6.564
11/17/2023,6.5,6.615
11/24/2023,6.5,6.667
12/1/2023,6.5,6.718
12/8/2023,6.5,6.359
12/14/2023,6.5,6
12/21/2023,6.5,6.051
12/28/2023,6.5,6.103
1/4/2024,6.5,6.154
1/11/2024,6.5,6.205
1/18/2024,6.5,6.256
1/25/2024,6.5,6.308
2/1/2024,6.5,6.359
2/8/2024,6.5,6
2/14/2024,6.5,6
2/20/2024,6.5,6
2/27/2024,6.5,6
3/4/2024,6.5,6
3/10/2024,6.5,6
3/17/2024,6.5,6
3/23/2024,6.5,6
3/29/2024,6.5,6
4/5/2024,6.5,6
4/12/2024,6.5,6
4/19/2024,6.5,6
4/26/2024,6.5,6
5/3/2024,6.5,6
5/10/2024,6.5,6
5/17/2024,6.5,6
5/24/2024,6.5,6
5/31/2024,6.5,6
6/7/2024,6.5,6
6/13/2024,6.5,6
6/20/2024,6.5,6
6/27/2024,6.5,6
7/4/2024,6.5,6
7/11/2024,6.5,6
7/18/2024,6.5,6
7/25/2024,6.5,6
8/1/2024,6.5,6
8/8/2024,6.5,6
8/14/2024,6.5,6
8/21/2024,6.5,6
8/28/2024,6.5,6
9/4/2024,6.5,6
9/11/2024,6.5,6
9/18/2024,6.5,6
9/25/2024,6.5,6
10/2/2024,6.5,6
10/9/2024,6.5,6
10/15/2024,6.5,6
10/21/2024,6.5,6
10/28/2024,6.5,6
11/3/2024,6.5,6
11/10/2024,6.5,6
11/16/2024,6.5,6
11/23/2024,6.5,6
11/29/2024,6.5,6
12/6/2024,6.5,6
12/13/2024,6.5,6
12/20/2024,6.482,6
12/27/2024,6.464,6
1/3/2025,6.446,6
1/10/2025,6.429,6
1/17/2025,6.411,6
1/24/2025,6.393,6
1/31/2025,6.375,6
2/7/2025,6.375,6
